Topic,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
AI & ML,[AIML-Q328] K-Means is used for,Clustering,Classification,Dimensionality reduction,Regression,A,K-Means groups data into k clusters.
AI & ML,[AIML-Q329] What is NLP?,Natural Language Processing,Neural Language Programming,Numerical Learning Process,The above is incorrect,A,NLP processes human language.
AI & ML,[AIML-Q330] Precision = TP / (TP + ?),TN,FN,All of the above,FP,D,Precision = TP/(TP+FP).
AI & ML,[AIML-Q331] Recall = TP / (TP + ?),FP,FN,TN,Cannot be determined,B,Recall = TP/(TP+FN).
AI & ML,[AIML-Q332] What is a perceptron?,Clustering algo,Simplest neural network,All of the above,Decision tree,B,Perceptron is a single-layer neural network.
AI & ML,[AIML-Q333] Random Forest is an ensemble of,Neural Networks,SVMs,Decision Trees,Regressions,C,Random Forest combines many decision trees.
AI & ML,[AIML-Q334] What is transfer learning?,Supervised learning,Training from scratch,Reusing pretrained model,The above is incorrect,C,Transfer learning applies pretrained knowledge.
AI & ML,[AIML-Q335] Backpropagation is used to,Initialize weights,Update weights,Both A and B,Load data,B,Backprop computes gradients to update weights.
AI & ML,[AIML-Q336] Which library is used for deep learning in Python?,Matplotlib,NumPy,TensorFlow,Pandas,C,TensorFlow is a deep learning framework.
AI & ML,[AIML-Q337] What is a loss function?,Activation function,Measures model error,Neither A nor B,Optimizer,B,Loss function quantifies prediction error.
AI & ML,[AIML-Q338] SVM stands for,Simple Vector Model,Cannot be determined,Support Vector Machine,Supervised Vector Method,C,Standard definition.
AI & ML,[AIML-Q339] What is dimensionality reduction?,Reducing feature count,Insufficient information,Scaling data,Adding features,A,Reduces number of features while retaining info.
AI & ML,[AIML-Q340] PCA stands for,Primary Clustering Algorithm,Principal Classification Approach,Both A and B,Principal Component Analysis,D,Standard definition.
AI & ML,[AIML-Q341] What is a hyperparameter?,Bias,Learned param,Weight,Param set before training,D,Hyperparameters are configured before training.
AI & ML,[AIML-Q342] Cross-validation purpose,Reduce features,Speed up training,Evaluate model generalization,The above is incorrect,C,CV tests model on unseen data splits.
AI & ML,[AIML-Q343] Epoch in deep learning means,Data not provided,One batch,One full pass over dataset,One weight update,C,An epoch is one complete training cycle.
AI & ML,[AIML-Q344] What is a confusion matrix?,Data not provided,Loss function,Performance table TP/FP/TN/FN,Accuracy metric,C,Confusion matrix shows classification results.
AI & ML,[AIML-Q345] Sigmoid function output range,−1 to 1,0 to ∞,−∞ to ∞,0 to 1,D,Sigmoid squashes values between 0 and 1.
AI & ML,[AIML-Q346] What is tokenization in NLP?,Splitting text into tokens,None of the above,Encrypting text,Encoding passwords,A,Tokenization breaks text into words/subwords.
AI & ML,[AIML-Q347] GAN stands for,Generic Algorithm Network,The above is incorrect,General Adversarial Network,Generative Adversarial Network,D,Standard definition.
AI & ML,[AIML-Q348] Dropout in neural networks,Speeds up training,Both A and B,Reduces layers,Prevents overfitting,D,Dropout randomly disables neurons during training.
AI & ML,[AIML-Q349] What is a feature in ML?,Output label,Model weight,Input variable,Option not applicable,C,Features are input variables used by a model.
AI & ML,[AIML-Q350] Regression predicts,Discrete labels,Clusters,Option not applicable,Continuous values,D,Regression outputs continuous numerical values.
AI & ML,[AIML-Q351] What is bias in ML?,Model weight,Error from assumptions,Both B and C,Activation value,B,Bias is systematic error from wrong assumptions.
AI & ML,[AIML-Q352] LSTM stands for,Long Short-Term Memory,Linear Sequential Training Model,Both A and B,Large Scale Training Method,A,Standard definition.
AI & ML,[AIML-Q353] What is an embedding?,Sparse matrix,Dense vector representation,Image filter,None of the above,B,Embeddings map items to dense vector space.
AI & ML,[AIML-Q354] Softmax function is used for,None of the above,Binary classification,Regression,Multi-class classification,D,Softmax outputs probability distribution over classes.
AI & ML,[AIML-Q355] What is data augmentation?,Generating synthetic training data,Normalizing data,Both B and C,Removing data,A,Augmentation artificially increases training data.
AI & ML,[AIML-Q356] Bagging reduces,Variance,Neither,Both,Bias,A,Bagging reduces variance by averaging models.
AI & ML,[AIML-Q357] What is a kernel in SVM?,Neither A nor B,Layer,Neuron,Function to map data,D,Kernels transform data to higher dimensions.
AI & ML,[AIML-Q358] ROC curve plots,Loss vs Epoch,Precision vs Recall,Neither A nor B,TPR vs FPR,D,ROC curve shows classifier performance at thresholds.
AI & ML,[AIML-Q359] What is reinforcement learning?,Agent learns via rewards,Supervised learning,Clustering,None of the above,A,RL agents learn by maximizing cumulative reward.
AI & ML,[AIML-Q360] Batch size in training means,Number of epochs,Insufficient information,Total samples,Samples per gradient update,D,Batch size controls how many samples per step.
AI & ML,[AIML-Q361] What does AI stand for?,Artificial Intelligence,Automated Intelligence,Artificial Integration,Applied Intelligence,A,Standard definition.
AI & ML,[AIML-Q362] Which algorithm is used for classification?,K-Means,Decision Tree,PCA,Apriori,B,Decision Trees classify data.
AI & ML,[AIML-Q363] Supervised learning requires,Labeled data,Unlabeled data,No data,Random data,A,Supervised learning uses labeled training data.
AI & ML,[AIML-Q364] What is overfitting?,Model underfits,Model generalizes well,Model fits training too well,Data not provided,C,Overfitting memorizes training data.
AI & ML,[AIML-Q365] Activation function in neural networks,HTTP,GPIO,ReLU,SQL,C,ReLU is a common activation function.
AI & ML,[AIML-Q366] What is gradient descent?,Clustering method,Optimization algorithm,Feature extraction,Classification technique,B,Gradient descent minimizes loss functions.
AI & ML,[AIML-Q367] CNN stands for,Computational Neural Network,Convolutional Neural Network,Conditional Neural Network,Central Neural Network,B,Standard definition.
AI & ML,[AIML-Q368] K-Means is used for,Dimensionality reduction,Regression,Classification,Clustering,D,K-Means groups data into k clusters.
AI & ML,[AIML-Q369] What is NLP?,Numerical Learning Process,The above is incorrect,Natural Language Processing,Neural Language Programming,C,NLP processes human language.
AI & ML,[AIML-Q370] Precision = TP / (TP + ?),Both B and C,FP,FN,TN,B,Precision = TP/(TP+FP).
AI & ML,[AIML-Q371] Recall = TP / (TP + ?),The argument is invalid,TN,FN,FP,C,Recall = TP/(TP+FN).
AI & ML,[AIML-Q372] What is a perceptron?,Simplest neural network,Data not provided,Clustering algo,Decision tree,A,Perceptron is a single-layer neural network.
AI & ML,[AIML-Q373] Random Forest is an ensemble of,Decision Trees,SVMs,Neural Networks,Regressions,A,Random Forest combines many decision trees.
AI & ML,[AIML-Q374] What is transfer learning?,Data not provided,Training from scratch,Reusing pretrained model,Supervised learning,C,Transfer learning applies pretrained knowledge.
AI & ML,[AIML-Q375] Backpropagation is used to,Load data,Update weights,Initialize weights,Data not provided,B,Backprop computes gradients to update weights.
AI & ML,[AIML-Q376] Which library is used for deep learning in Python?,Matplotlib,TensorFlow,Pandas,NumPy,B,TensorFlow is a deep learning framework.
AI & ML,[AIML-Q377] What is a loss function?,Activation function,Both B and C,Measures model error,Optimizer,C,Loss function quantifies prediction error.
AI & ML,[AIML-Q378] SVM stands for,Supervised Vector Method,Support Vector Machine,Simple Vector Model,Option not applicable,B,Standard definition.
AI & ML,[AIML-Q379] What is dimensionality reduction?,Adding features,Scaling data,Reducing feature count,Option not applicable,C,Reduces number of features while retaining info.
AI & ML,[AIML-Q380] PCA stands for,Principal Component Analysis,Both A and B,Primary Clustering Algorithm,Principal Classification Approach,A,Standard definition.
AI & ML,[AIML-Q381] What is a hyperparameter?,Param set before training,Weight,Bias,Learned param,A,Hyperparameters are configured before training.
AI & ML,[AIML-Q382] Cross-validation purpose,Evaluate model generalization,Reduce features,Speed up training,Neither A nor B,A,CV tests model on unseen data splits.
AI & ML,[AIML-Q383] Epoch in deep learning means,One weight update,Option not applicable,One full pass over dataset,One batch,C,An epoch is one complete training cycle.
AI & ML,[AIML-Q384] What is a confusion matrix?,Loss function,Option not applicable,Accuracy metric,Performance table TP/FP/TN/FN,D,Confusion matrix shows classification results.
AI & ML,[AIML-Q385] Sigmoid function output range,0 to 1,0 to ∞,−∞ to ∞,−1 to 1,A,Sigmoid squashes values between 0 and 1.
AI & ML,[AIML-Q386] What is tokenization in NLP?,Option not applicable,Encrypting text,Encoding passwords,Splitting text into tokens,D,Tokenization breaks text into words/subwords.
AI & ML,[AIML-Q387] GAN stands for,All of the above,Generative Adversarial Network,Generic Algorithm Network,General Adversarial Network,B,Standard definition.
AI & ML,[AIML-Q388] Dropout in neural networks,Prevents overfitting,Speeds up training,Reduces layers,Both B and C,A,Dropout randomly disables neurons during training.
AI & ML,[AIML-Q389] What is a feature in ML?,Option not applicable,Input variable,Output label,Model weight,B,Features are input variables used by a model.
AI & ML,[AIML-Q390] Regression predicts,Continuous values,Clusters,Neither A nor B,Discrete labels,A,Regression outputs continuous numerical values.
AI & ML,[AIML-Q391] What is bias in ML?,Error from assumptions,Neither A nor B,Activation value,Model weight,A,Bias is systematic error from wrong assumptions.
AI & ML,[AIML-Q392] LSTM stands for,Large Scale Training Method,Long Short-Term Memory,Linear Sequential Training Model,All of the above,B,Standard definition.
AI & ML,[AIML-Q393] What is an embedding?,Image filter,Dense vector representation,Cannot be determined,Sparse matrix,B,Embeddings map items to dense vector space.
AI & ML,[AIML-Q394] Softmax function is used for,Binary classification,Regression,Multi-class classification,Both B and C,C,Softmax outputs probability distribution over classes.
AI & ML,[AIML-Q395] What is data augmentation?,Removing data,Normalizing data,Both B and C,Generating synthetic training data,D,Augmentation artificially increases training data.
AI & ML,[AIML-Q396] Bagging reduces,Both,Neither,Bias,Variance,D,Bagging reduces variance by averaging models.
AI & ML,[AIML-Q397] What is a kernel in SVM?,Layer,Neuron,Function to map data,Cannot be determined,C,Kernels transform data to higher dimensions.
AI & ML,[AIML-Q398] ROC curve plots,Precision vs Recall,All of the above,TPR vs FPR,Loss vs Epoch,C,ROC curve shows classifier performance at thresholds.
AI & ML,[AIML-Q399] What is reinforcement learning?,Supervised learning,Agent learns via rewards,Clustering,Both A and B,B,RL agents learn by maximizing cumulative reward.
AI & ML,[AIML-Q400] Batch size in training means,Number of epochs,Cannot be determined,Samples per gradient update,Total samples,C,Batch size controls how many samples per step.
AI & ML,[AIML-Q401] What does AI stand for?,Artificial Integration,Artificial Intelligence,Applied Intelligence,Automated Intelligence,B,Standard definition.
AI & ML,[AIML-Q402] Which algorithm is used for classification?,Decision Tree,K-Means,PCA,Apriori,A,Decision Trees classify data.
AI & ML,[AIML-Q403] Supervised learning requires,Random data,Unlabeled data,No data,Labeled data,D,Supervised learning uses labeled training data.
AI & ML,[AIML-Q404] What is overfitting?,Model underfits,Model generalizes well,Model fits training too well,Cannot be determined,C,Overfitting memorizes training data.
AI & ML,[AIML-Q405] Activation function in neural networks,SQL,ReLU,HTTP,GPIO,B,ReLU is a common activation function.
AI & ML,[AIML-Q406] What is gradient descent?,Feature extraction,Classification technique,Clustering method,Optimization algorithm,D,Gradient descent minimizes loss functions.
AI & ML,[AIML-Q407] CNN stands for,Conditional Neural Network,Computational Neural Network,Central Neural Network,Convolutional Neural Network,D,Standard definition.
AI & ML,[AIML-Q408] K-Means is used for,Classification,Dimensionality reduction,Clustering,Regression,C,K-Means groups data into k clusters.
AI & ML,[AIML-Q409] What is NLP?,Natural Language Processing,Numerical Learning Process,All of the above,Neural Language Programming,A,NLP processes human language.
AI & ML,[AIML-Q410] Precision = TP / (TP + ?),TN,The above is incorrect,FP,FN,C,Precision = TP/(TP+FP).
AI & ML,[AIML-Q411] Recall = TP / (TP + ?),TN,FN,FP,All of the above,B,Recall = TP/(TP+FN).
