Topic,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
AI & ML,[AIML-Q340] PCA stands for,Principal Component Analysis,Primary Clustering Algorithm,Principal Classification Approach,None,A,Standard definition.
AI & ML,[AIML-Q341] What is a hyperparameter?,Param set before training,Learned param,Weight,Bias,A,Hyperparameters are configured before training.
AI & ML,[AIML-Q342] Cross-validation purpose,Evaluate model generalization,Speed up training,Reduce features,None,A,CV tests model on unseen data splits.
AI & ML,[AIML-Q343] Epoch in deep learning means,One full pass over dataset,One batch,One weight update,None,A,An epoch is one complete training cycle.
AI & ML,[AIML-Q344] What is a confusion matrix?,Performance table TP/FP/TN/FN,Loss function,Accuracy metric,None,A,Confusion matrix shows classification results.
AI & ML,[AIML-Q345] Sigmoid function output range,0 to 1,−1 to 1,0 to ∞,−∞ to ∞,A,Sigmoid squashes values between 0 and 1.
AI & ML,[AIML-Q346] What is tokenization in NLP?,Splitting text into tokens,Encoding passwords,Encrypting text,None,A,Tokenization breaks text into words/subwords.
AI & ML,[AIML-Q347] GAN stands for,Generative Adversarial Network,General Adversarial Network,Generic Algorithm Network,None,A,Standard definition.
AI & ML,[AIML-Q348] Dropout in neural networks,Prevents overfitting,Speeds up training,Reduces layers,None,A,Dropout randomly disables neurons during training.
AI & ML,[AIML-Q349] What is a feature in ML?,Input variable,Output label,Model weight,None,A,Features are input variables used by a model.
AI & ML,[AIML-Q350] Regression predicts,Continuous values,Discrete labels,Clusters,None,A,Regression outputs continuous numerical values.
AI & ML,[AIML-Q351] What is bias in ML?,Error from assumptions,Model weight,Activation value,None,A,Bias is systematic error from wrong assumptions.
AI & ML,[AIML-Q352] LSTM stands for,Long Short-Term Memory,Linear Sequential Training Model,None,Large Scale Training Method,A,Standard definition.
AI & ML,[AIML-Q353] What is an embedding?,Dense vector representation,Sparse matrix,Image filter,None,A,Embeddings map items to dense vector space.
AI & ML,[AIML-Q354] Softmax function is used for,Multi-class classification,Binary classification,Regression,None,A,Softmax outputs probability distribution over classes.
AI & ML,[AIML-Q355] What is data augmentation?,Generating synthetic training data,Removing data,Normalizing data,None,A,Augmentation artificially increases training data.
AI & ML,[AIML-Q356] Bagging reduces,Variance,Bias,Both,Neither,A,Bagging reduces variance by averaging models.
AI & ML,[AIML-Q357] What is a kernel in SVM?,Function to map data,Layer,Neuron,None,A,Kernels transform data to higher dimensions.
AI & ML,[AIML-Q358] ROC curve plots,TPR vs FPR,Precision vs Recall,Loss vs Epoch,None,A,ROC curve shows classifier performance at thresholds.
AI & ML,[AIML-Q359] What is reinforcement learning?,Agent learns via rewards,Supervised learning,Clustering,None,A,RL agents learn by maximizing cumulative reward.
AI & ML,[AIML-Q360] Batch size in training means,Samples per gradient update,Total samples,Number of epochs,None,A,Batch size controls how many samples per step.
AI & ML,[AIML-Q361] What does AI stand for?,Artificial Intelligence,Automated Intelligence,Artificial Integration,Applied Intelligence,A,Standard definition.
AI & ML,[AIML-Q362] Which algorithm is used for classification?,Decision Tree,K-Means,PCA,Apriori,A,Decision Trees classify data.
AI & ML,[AIML-Q363] Supervised learning requires,Labeled data,Unlabeled data,No data,Random data,A,Supervised learning uses labeled training data.
AI & ML,[AIML-Q364] What is overfitting?,Model fits training too well,Model underfits,Model generalizes well,None,A,Overfitting memorizes training data.
AI & ML,[AIML-Q365] Activation function in neural networks,ReLU,SQL,HTTP,GPIO,A,ReLU is a common activation function.
AI & ML,[AIML-Q366] What is gradient descent?,Optimization algorithm,Classification technique,Clustering method,Feature extraction,A,Gradient descent minimizes loss functions.
AI & ML,[AIML-Q367] CNN stands for,Convolutional Neural Network,Central Neural Network,Conditional Neural Network,Computational Neural Network,A,Standard definition.
AI & ML,[AIML-Q368] K-Means is used for,Clustering,Classification,Regression,Dimensionality reduction,A,K-Means groups data into k clusters.
AI & ML,[AIML-Q369] What is NLP?,Natural Language Processing,Neural Language Programming,Numerical Learning Process,None,A,NLP processes human language.
AI & ML,[AIML-Q370] Precision = TP / (TP + ?),FP,FN,TN,None,A,Precision = TP/(TP+FP).
AI & ML,[AIML-Q371] Recall = TP / (TP + ?),FN,FP,TN,None,A,Recall = TP/(TP+FN).
AI & ML,[AIML-Q372] What is a perceptron?,Simplest neural network,Decision tree,Clustering algo,None,A,Perceptron is a single-layer neural network.
AI & ML,[AIML-Q373] Random Forest is an ensemble of,Decision Trees,SVMs,Neural Networks,Regressions,A,Random Forest combines many decision trees.
AI & ML,[AIML-Q374] What is transfer learning?,Reusing pretrained model,Training from scratch,Supervised learning,None,A,Transfer learning applies pretrained knowledge.
AI & ML,[AIML-Q375] Backpropagation is used to,Update weights,Initialize weights,Load data,None,A,Backprop computes gradients to update weights.
AI & ML,[AIML-Q376] Which library is used for deep learning in Python?,TensorFlow,NumPy,Pandas,Matplotlib,A,TensorFlow is a deep learning framework.
AI & ML,[AIML-Q377] What is a loss function?,Measures model error,Activation function,Optimizer,None,A,Loss function quantifies prediction error.
AI & ML,[AIML-Q378] SVM stands for,Support Vector Machine,Simple Vector Model,Supervised Vector Method,None,A,Standard definition.
AI & ML,[AIML-Q379] What is dimensionality reduction?,Reducing feature count,Adding features,Scaling data,None,A,Reduces number of features while retaining info.
AI & ML,[AIML-Q380] PCA stands for,Principal Component Analysis,Primary Clustering Algorithm,Principal Classification Approach,None,A,Standard definition.
AI & ML,[AIML-Q381] What is a hyperparameter?,Param set before training,Learned param,Weight,Bias,A,Hyperparameters are configured before training.
AI & ML,[AIML-Q382] Cross-validation purpose,Evaluate model generalization,Speed up training,Reduce features,None,A,CV tests model on unseen data splits.
AI & ML,[AIML-Q383] Epoch in deep learning means,One full pass over dataset,One batch,One weight update,None,A,An epoch is one complete training cycle.
AI & ML,[AIML-Q384] What is a confusion matrix?,Performance table TP/FP/TN/FN,Loss function,Accuracy metric,None,A,Confusion matrix shows classification results.
AI & ML,[AIML-Q385] Sigmoid function output range,0 to 1,−1 to 1,0 to ∞,−∞ to ∞,A,Sigmoid squashes values between 0 and 1.
AI & ML,[AIML-Q386] What is tokenization in NLP?,Splitting text into tokens,Encoding passwords,Encrypting text,None,A,Tokenization breaks text into words/subwords.
AI & ML,[AIML-Q387] GAN stands for,Generative Adversarial Network,General Adversarial Network,Generic Algorithm Network,None,A,Standard definition.
AI & ML,[AIML-Q388] Dropout in neural networks,Prevents overfitting,Speeds up training,Reduces layers,None,A,Dropout randomly disables neurons during training.
AI & ML,[AIML-Q389] What is a feature in ML?,Input variable,Output label,Model weight,None,A,Features are input variables used by a model.
AI & ML,[AIML-Q390] Regression predicts,Continuous values,Discrete labels,Clusters,None,A,Regression outputs continuous numerical values.
AI & ML,[AIML-Q391] What is bias in ML?,Error from assumptions,Model weight,Activation value,None,A,Bias is systematic error from wrong assumptions.
AI & ML,[AIML-Q392] LSTM stands for,Long Short-Term Memory,Linear Sequential Training Model,None,Large Scale Training Method,A,Standard definition.
AI & ML,[AIML-Q393] What is an embedding?,Dense vector representation,Sparse matrix,Image filter,None,A,Embeddings map items to dense vector space.
AI & ML,[AIML-Q394] Softmax function is used for,Multi-class classification,Binary classification,Regression,None,A,Softmax outputs probability distribution over classes.
AI & ML,[AIML-Q395] What is data augmentation?,Generating synthetic training data,Removing data,Normalizing data,None,A,Augmentation artificially increases training data.
AI & ML,[AIML-Q396] Bagging reduces,Variance,Bias,Both,Neither,A,Bagging reduces variance by averaging models.
AI & ML,[AIML-Q397] What is a kernel in SVM?,Function to map data,Layer,Neuron,None,A,Kernels transform data to higher dimensions.
AI & ML,[AIML-Q398] ROC curve plots,TPR vs FPR,Precision vs Recall,Loss vs Epoch,None,A,ROC curve shows classifier performance at thresholds.
AI & ML,[AIML-Q399] What is reinforcement learning?,Agent learns via rewards,Supervised learning,Clustering,None,A,RL agents learn by maximizing cumulative reward.
AI & ML,[AIML-Q400] Batch size in training means,Samples per gradient update,Total samples,Number of epochs,None,A,Batch size controls how many samples per step.
AI & ML,[AIML-Q401] What does AI stand for?,Artificial Intelligence,Automated Intelligence,Artificial Integration,Applied Intelligence,A,Standard definition.
AI & ML,[AIML-Q402] Which algorithm is used for classification?,Decision Tree,K-Means,PCA,Apriori,A,Decision Trees classify data.
AI & ML,[AIML-Q403] Supervised learning requires,Labeled data,Unlabeled data,No data,Random data,A,Supervised learning uses labeled training data.
AI & ML,[AIML-Q404] What is overfitting?,Model fits training too well,Model underfits,Model generalizes well,None,A,Overfitting memorizes training data.
AI & ML,[AIML-Q405] Activation function in neural networks,ReLU,SQL,HTTP,GPIO,A,ReLU is a common activation function.
AI & ML,[AIML-Q406] What is gradient descent?,Optimization algorithm,Classification technique,Clustering method,Feature extraction,A,Gradient descent minimizes loss functions.
AI & ML,[AIML-Q407] CNN stands for,Convolutional Neural Network,Central Neural Network,Conditional Neural Network,Computational Neural Network,A,Standard definition.
AI & ML,[AIML-Q408] K-Means is used for,Clustering,Classification,Regression,Dimensionality reduction,A,K-Means groups data into k clusters.
AI & ML,[AIML-Q409] What is NLP?,Natural Language Processing,Neural Language Programming,Numerical Learning Process,None,A,NLP processes human language.
AI & ML,[AIML-Q410] Precision = TP / (TP + ?),FP,FN,TN,None,A,Precision = TP/(TP+FP).
AI & ML,[AIML-Q411] Recall = TP / (TP + ?),FN,FP,TN,None,A,Recall = TP/(TP+FN).
AI & ML,[AIML-Q412] What is a perceptron?,Simplest neural network,Decision tree,Clustering algo,None,A,Perceptron is a single-layer neural network.
AI & ML,[AIML-Q413] Random Forest is an ensemble of,Decision Trees,SVMs,Neural Networks,Regressions,A,Random Forest combines many decision trees.
AI & ML,[AIML-Q414] What is transfer learning?,Reusing pretrained model,Training from scratch,Supervised learning,None,A,Transfer learning applies pretrained knowledge.
AI & ML,[AIML-Q415] Backpropagation is used to,Update weights,Initialize weights,Load data,None,A,Backprop computes gradients to update weights.
AI & ML,[AIML-Q416] Which library is used for deep learning in Python?,TensorFlow,NumPy,Pandas,Matplotlib,A,TensorFlow is a deep learning framework.
AI & ML,[AIML-Q417] What is a loss function?,Measures model error,Activation function,Optimizer,None,A,Loss function quantifies prediction error.
AI & ML,[AIML-Q418] SVM stands for,Support Vector Machine,Simple Vector Model,Supervised Vector Method,None,A,Standard definition.
AI & ML,[AIML-Q419] What is dimensionality reduction?,Reducing feature count,Adding features,Scaling data,None,A,Reduces number of features while retaining info.
AI & ML,[AIML-Q420] PCA stands for,Principal Component Analysis,Primary Clustering Algorithm,Principal Classification Approach,None,A,Standard definition.
AI & ML,[AIML-Q421] What is a hyperparameter?,Param set before training,Learned param,Weight,Bias,A,Hyperparameters are configured before training.
AI & ML,[AIML-Q422] Cross-validation purpose,Evaluate model generalization,Speed up training,Reduce features,None,A,CV tests model on unseen data splits.
AI & ML,[AIML-Q423] Epoch in deep learning means,One full pass over dataset,One batch,One weight update,None,A,An epoch is one complete training cycle.
AI & ML,[AIML-Q424] What is a confusion matrix?,Performance table TP/FP/TN/FN,Loss function,Accuracy metric,None,A,Confusion matrix shows classification results.
AI & ML,[AIML-Q425] Sigmoid function output range,0 to 1,−1 to 1,0 to ∞,−∞ to ∞,A,Sigmoid squashes values between 0 and 1.
AI & ML,[AIML-Q426] What is tokenization in NLP?,Splitting text into tokens,Encoding passwords,Encrypting text,None,A,Tokenization breaks text into words/subwords.
AI & ML,[AIML-Q427] GAN stands for,Generative Adversarial Network,General Adversarial Network,Generic Algorithm Network,None,A,Standard definition.
AI & ML,[AIML-Q428] Dropout in neural networks,Prevents overfitting,Speeds up training,Reduces layers,None,A,Dropout randomly disables neurons during training.
AI & ML,[AIML-Q429] What is a feature in ML?,Input variable,Output label,Model weight,None,A,Features are input variables used by a model.
AI & ML,[AIML-Q430] Regression predicts,Continuous values,Discrete labels,Clusters,None,A,Regression outputs continuous numerical values.
